备货单号,第三方单号,运输方式,发货仓,中转仓,收货仓,备货单状态,sku,第三方sku,品类,箱号,装箱数量,分配的收货数量,成本价,创建人,销售部门,发货时间,整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009055_BR_XL,199723459971,服装/服饰配件->男装->男式->外套->夹克,3,2,2,50.764,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009249_ARG_XXL,199723374922,服装/服饰配件->男装->男式->衬衫->衬衫,4,3,3,22.704,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008500_GR_M,199723472574,服装/服饰配件->男装->男式->毛衣->半开门襟毛衣,4,1,1,41.327,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005194_PAT4_L,199723447824,服装/服饰配件->泳衣->男式->泳衣下装,4,1,1,17.571,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009249_CRC_S,199723374830,服装/服饰配件->男装->男式->衬衫->衬衫,4,2,2,22.668,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007814_GR_XXL,199723461905,服装/服饰配件->男装->男式->毛衣->套头毛衣,4,2,2,37.322,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005194_PAT4_M,199723447831,服装/服饰配件->泳衣->男式->泳衣下装,4,1,1,17.571,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007814_WR_XXL,199723461752,服装/服饰配件->男装->男式->毛衣->套头毛衣,4,5,5,36.319,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000018_ARG_M,199723374632,服装/服饰配件->男装->男式->衬衫->衬衫,4,5,5,21.903,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005194_B_XL,199723447794,服装/服饰配件->泳衣->男式->泳衣下装,4,2,2,17.913,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009194_DGR_S,199723476466,服装/服饰配件->男装->男式->外套->夹克,4,1,1,52.947,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008667_PAT20_S,199723375530,服装/服饰配件->男装->男式->衬衫->衬衫,4,4,4,24.482,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007919_G_M,199723446360,服装/服饰配件->男装->男式->毛衣->开襟毛衣,4,5,5,42.389,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009081_W_S,199723460137,服装/服饰配件->男装->男式->毛衣->套头毛衣,4,2,2,26.283,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ006734_W_S,199723453269,服装/服饰配件->男装->男式->外套->开衫,5,1,1,30.434,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007919_PAT3_L,199723446391,服装/服饰配件->男装->男式->毛衣->开襟毛衣,5,8,8,44.248,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007919_PAT4_L,199723446483,服装/服饰配件->男装->男式->毛衣->开襟毛衣,5,6,6,44.248,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008667_PAT20_L,199723375493,服装/服饰配件->男装->男式->衬衫->衬衫,5,19,19,24.482,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AM002808_W_XXL,199723465958,服装/服饰配件->男装->男式->衬衫->衬衫,5,1,1,45.655,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009249_ARG_S,199723374939,服装/服饰配件->男装->男式->衬衫->衬衫,5,1,,22.704,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005178_NB_XXL,199723416028,服装/服饰配件->泳衣->男式->泳衣下装,5,1,1,17.681,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005194_PAT3_XL,199723447947,服装/服饰配件->泳衣->男式->泳衣下装,5,1,1,18.446,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007667_B_XL,199723451241,服装/服饰配件->男装->男式->外套->雨衣,6,10,10,59.531,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008667_PAT20_XL,199723375509,服装/服饰配件->男装->男式->衬衫->衬衫,6,15,15,24.482,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000020_CLB_S,199723375813,服装/服饰配件->男装->男式->衬衫->衬衫,6,2,2,22.62,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AM002808_BL_XL,199723465835,服装/服饰配件->男装->男式->衬衫->衬衫,6,3,3,45.655,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005194_B_L,199723447770,服装/服饰配件->泳衣->男式->泳衣下装,6,4,4,17.913,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005194_PAT3_L,199723447923,服装/服饰配件->泳衣->男式->泳衣下装,6,1,1,18.446,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005178_B_L,199723415946,服装/服饰配件->泳衣->男式->泳衣下装,6,1,1,17.681,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008500_WR_S,199723472512,服装/服饰配件->男装->男式->毛衣->半开门襟毛衣,6,1,1,41.327,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008468_NB_XXL,199723475285,服装/服饰配件->男装->男式->毛衣->套头毛衣,6,1,1,23.809,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005527_NB_XL,199723471201,服装/服饰配件->泳衣->男式->泳衣下装,6,1,1,17.106,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005527_B_S,199723471164,服装/服饰配件->泳衣->男式->泳衣下装,6,1,1,17.106,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005527_B_XL,199723471157,服装/服饰配件->泳衣->男式->泳衣下装,6,2,2,17.106,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005527_NB_M,199723471188,服装/服饰配件->泳衣->男式->泳衣下装,6,2,2,17.106,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008468_GR_S,199723475353,服装/服饰配件->男装->男式->毛衣->套头毛衣,6,1,1,23.809,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009355_BLV_S,199723374342,服装/服饰配件->男装->男式->衬衫->衬衫,6,1,1,30.469,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008468_B_S,199723475209,服装/服饰配件->男装->男式->毛衣->套头毛衣,6,2,2,23.809,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009355_B_S,199723374304,服装/服饰配件->男装->男式->衬衫->衬衫,6,1,1,30.469,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008468_NB_S,199723475278,服装/服饰配件->男装->男式->毛衣->套头毛衣,6,1,1,23.809,范仰楠,,"2025-10-29 20:11:51",整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005194_B_M,199723447787,服装/服饰配件->泳衣->男式->泳衣下装,7,3,3,17.913,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008667_PAT19_L,199723375592,服装/服饰配件->男装->男式->衬衫->衬衫,7,7,7,24.482,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008468_DG_XXL,199723475247,服装/服饰配件->男装->男式->毛衣->套头毛衣,7,1,1,23.809,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009355_DGR_S,199723374281,服装/服饰配件->男装->男式->衬衫->衬衫,7,2,2,30.469,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008803_B_L,199723475421,服装/服饰配件->男装->男式->毛衣->开襟毛衣,7,3,3,38.23,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009303_NB_XXL,199723473359,服装/服饰配件->男装->男式->衬衫->衬衫,7,1,1,24.425,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005194_PAT4_XXL,199723447855,服装/服饰配件->泳衣->男式->泳衣下装,7,1,1,17.571,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008468_GR_XL,199723475346,服装/服饰配件->男装->男式->毛衣->套头毛衣,7,1,1,23.809,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000020_CLB_XXL,199723375806,服装/服饰配件->男装->男式->衬衫->衬衫,7,4,4,22.62,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008667_PAT19_XL,199723375608,服装/服饰配件->男装->男式->衬衫->衬衫,7,7,7,24.482,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007667_B_S,199723451272,服装/服饰配件->男装->男式->外套->雨衣,7,1,1,59.531,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005527_B_L,199723471133,服装/服饰配件->泳衣->男式->泳衣下装,7,3,3,17.106,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008667_PAT19_XXL,199723375622,服装/服饰配件->男装->男式->衬衫->衬衫,7,3,3,24.482,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008926_B_S,199723470327,服装/服饰配件->男装->男式->衬衫->衬衫,7,1,1,36.283,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005527_NB_L,199723471195,服装/服饰配件->泳衣->男式->泳衣下装,7,1,1,17.106,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005194_PAT3_M,199723447930,服装/服饰配件->泳衣->男式->泳衣下装,7,1,1,18.446,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000020_DB_M,199723375844,服装/服饰配件->男装->男式->衬衫->衬衫,7,2,2,22.62,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005527_NB_S,199723471218,服装/服饰配件->泳衣->男式->泳衣下装,7,1,1,17.106,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005527_B_M,199723471140,服装/服饰配件->泳衣->男式->泳衣下装,7,3,3,17.106,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008468_GR_XXL,199723475360,服装/服饰配件->男装->男式->毛衣->套头毛衣,7,1,1,23.809,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009355_B_M,199723374298,服装/服饰配件->男装->男式->衬衫->衬衫,7,3,2,30.469,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008500_B_XXL,199723472499,服装/服饰配件->男装->男式->毛衣->半开门襟毛衣,7,3,3,41.327,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009081_BR_L,199723460151,服装/服饰配件->男装->男式->毛衣->套头毛衣,7,1,1,26.283,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMX005178_B_XXL,199723415977,服装/服饰配件->泳衣->男式->泳衣下装,7,1,1,17.681,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066229,2724112WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008667_PAT19_S,199723375639,服装/服饰配件->男装->男式->衬衫->衬衫,7,1,1,24.482,范仰楠,,"2025-10-29 20:11:51",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009154_B_XL,199723377374,服装/服饰配件->男装->男式->衬衫->衬衫,1,25,25,40.955,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AM002256_ARG_L,199723438372,服装/服饰配件->男装->男式->衬衫->衬衫,1,10,10,43.761,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009333_STB_M,199723382972,服装/服饰配件->男装->男式->衬衫->衬衫,2,6,5,31.735,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008712_NB_XL,199723434916,服装/服饰配件->男装->男式->衬衫->衬衫,2,4,4,48.202,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009333_BLV_XL,199723382880,服装/服饰配件->男装->男式->衬衫->衬衫,2,6,6,31.735,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000021_DEG_XXL,199723380251,服装/服饰配件->男装->男式->衬衫->衬衫,2,4,4,22.938,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009333_B_XL,199723382927,服装/服饰配件->男装->男式->衬衫->衬衫,2,9,9,31.735,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000021_B_XXL,199723380114,服装/服饰配件->男装->男式->衬衫->衬衫,2,3,3,22.938,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008712_B_S,199723434787,服装/服饰配件->男装->男式->衬衫->衬衫,2,3,3,48.202,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008712_NB_M,199723434909,服装/服饰配件->男装->男式->衬衫->衬衫,2,3,3,48.202,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009203_GP5_M,199723384846,服装/服饰配件->男装->男式->背心->背心,2,1,1,25.403,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008893_PAT2_S,199723437047,服装/服饰配件->男装->男式->衬衫->衬衫,2,1,1,28.761,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008371_B_XL,199723377008,服装/服饰配件->男装->男式->背心->背心,2,1,1,11.619,范仰楠,,"2025-10-29 20:10:00",非整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007022_NB_S,199723377664,服装/服饰配件->男装->男式->卫衣->套头衫,3,1,1,36.363,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009333_STB_XL,199723382989,服装/服饰配件->男装->男式->衬衫->衬衫,3,6,6,31.735,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009154_NB_S,199723377312,服装/服饰配件->男装->男式->衬衫->衬衫,3,3,3,40.955,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009333_BLV_M,199723382873,服装/服饰配件->男装->男式->衬衫->衬衫,3,2,2,31.735,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000006_ZW628_XXL,199723381197,服装/服饰配件->男装->男式->衬衫->衬衫,3,6,6,24.615,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008347_PAT10_XL,199723379316,服装/服饰配件->男装->男式->衬衫->衬衫,3,5,5,30.301,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009300_B_XL,199723378654,服装/服饰配件->男装->男式->衬衫->衬衫,3,18,18,24.575,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AM002256_UB_XL,199723438280,服装/服饰配件->男装->男式->衬衫->衬衫,4,16,16,44.922,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000006_ZW81_M,199723381333,服装/服饰配件->男装->男式->衬衫->衬衫,4,4,4,24.615,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007022_WR_M,199723377671,服装/服饰配件->男装->男式->卫衣->套头衫,4,14,14,36.053,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009203_GP5_XL,199723384839,服装/服饰配件->男装->男式->背心->背心,5,1,1,25.403,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009333_B_M,199723382934,服装/服饰配件->男装->男式->衬衫->衬衫,5,7,7,31.735,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008347_PAT10_M,199723379323,服装/服饰配件->男装->男式->衬衫->衬衫,5,13,13,30.301,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000006_ZW628_XL,199723381173,服装/服饰配件->男装->男式->衬衫->衬衫,5,6,6,24.615,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009154_DGT_M,199723377459,服装/服饰配件->男装->男式->衬衫->衬衫,5,8,8,40.955,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008712_B_M,199723434763,服装/服饰配件->男装->男式->衬衫->衬衫,5,11,11,48.202,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009300_B_XXL,199723378678,服装/服饰配件->男装->男式->衬衫->衬衫,5,13,13,24.575,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000006_ZW628_L,199723381166,服装/服饰配件->男装->男式->衬衫->衬衫,6,11,11,24.615,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ007022_NB_M,199723377657,服装/服饰配件->男装->男式->卫衣->套头衫,6,14,14,36.363,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008347_PAT10_XXL,199723379330,服装/服饰配件->男装->男式->衬衫->衬衫,6,3,3,30.301,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009300_B_M,199723378661,服装/服饰配件->男装->男式->衬衫->衬衫,6,1,1,24.575,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000017_B_M,199723384976,服装/服饰配件->男装->男式->衬衫->衬衫,6,6,6,22.469,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008520_W_S,199723384471,服装/服饰配件->男装->男式->卫衣->套头衫,6,2,2,44.08,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008520_B_L,199723384297,服装/服饰配件->男装->男式->卫衣->套头衫,7,4,4,44.08,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009154_NB_XL,199723377275,服装/服饰配件->男装->男式->衬衫->衬衫,7,30,30,40.955,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008347_PAT12_XXL,199723379378,服装/服饰配件->男装->男式->衬衫->衬衫,7,3,3,30.301,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000006_ZW81_XXL,199723381340,服装/服饰配件->男装->男式->衬衫->衬衫,7,4,4,24.615,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008712_NB_L,199723434893,服装/服饰配件->男装->男式->衬衫->衬衫,7,4,4,48.202,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ008520_B_L,199723384297,服装/服饰配件->男装->男式->卫衣->套头衫,8,26,26,44.08,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009300_BLV_XXL,199723378760,服装/服饰配件->男装->男式->衬衫->衬衫,9,2,2,24.575,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AM002256_ARG_XL,199723438389,服装/服饰配件->男装->男式->衬衫->衬衫,9,8,8,43.761,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009154_DGT_XL,199723377435,服装/服饰配件->男装->男式->衬衫->衬衫,9,18,18,40.955,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000006_ZW81_L,199723381319,服装/服饰配件->男装->男式->衬衫->衬衫,9,7,7,24.615,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,AMJ009154_B_S,199723377411,服装/服饰配件->男装->男式->衬衫->衬衫,9,3,3,40.955,范仰楠,,"2025-10-29 20:10:00",整箱到货
TP0066230,2724637WFA,快递,运德美东南仓,,沃尔玛WFS仓,完结订单,ADJ000017_W_M,199723385065,服装/服饰配件->男装->男式->衬衫->衬衫,9,2,2,22.469,范仰楠,,"2025-10-29 20:10:00",整箱到货
