备货单号,第三方单号,运输方式,发货仓,中转仓,收货仓,备货单状态,sku,第三方sku,品类,箱号,装箱数量,分配的收货数量,成本价,创建人,销售部门,发货时间,整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,511,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,512,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,513,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,514,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,515,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,516,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,517,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,518,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,519,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,520,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,521,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,522,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,523,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,524,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,525,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,526,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,527,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,528,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,529,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,530,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,531,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,532,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,533,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,534,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,535,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,536,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,537,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,538,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,539,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,540,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,541,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,542,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,543,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,544,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,545,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,546,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,547,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,548,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,549,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,550,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,551,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,552,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,553,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,554,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,555,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,556,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,557,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,558,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,559,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,560,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,561,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,562,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,563,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,564,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,565,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,566,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,567,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,568,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,569,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,570,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,571,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,572,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,573,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,574,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,575,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,576,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,577,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,578,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,579,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,580,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,581,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,582,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,583,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,584,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,585,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,586,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,587,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,588,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,589,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,590,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,591,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,592,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,593,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,594,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,595,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,596,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,597,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,598,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,599,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,600,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,601,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,602,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,603,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,604,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,605,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,606,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,607,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,608,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,609,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,610,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,611,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,612,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,613,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,614,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
TP0064715,1296388WFA,海运,东莞仓,,沃尔玛WFS仓,完结订单,AMB005619_G6_RGB_QB_WMT_N,810135924641,园艺宠物和家居用品->节庆派对用品->圣诞装饰,615,1,1,119.257,杜大军b,,"2025-09-18 09:00:54",整箱到货
